movieId,title,imdbId,date,plot,g_adventure,g_animation,g_children,g_comedy,g_fantasy,g_romance,g_action,g_crime,g_thriller,g_drama,g_horror,g_mystery,g_sci-fi,g_war,g_musical,g_imax,g_documentary,g_western,g_film-noir,g_(no,g_genres,g_listed),d_johnlasseter,d_joejohnston,d_howarddeutch,d_charlesshyer,d_michaelmann,d_sydneypollack,d_peterhyams,d_martincampbell,d_robreiner,d_melbrooks,d_oliverstone,d_rennyharlin,d_martinscorsese,d_anglee,d_allisonanders,d_alexandrerockwell,d_robertrodriguez,d_quentintarantino,d_chuckjones,d_steveoedekerk,a_tomhanks,a_timallen,a_donrickles,a_jimvarney,a_wallaceshawn,a_johnratzenberger,a_anniepotts,a_johnmorris,a_erikvondetten,a_lauriemetcalf,a_r.leeermey,a_sarahrayne,a_pennjillette,a_jackangel,a_spenceraste,a_gregberg,a_lisabradley,a_kendallcunningham,a_debiderryberry,a_codydorkin
19,ace ventura: when nature calls ,112281,1995,"ace ventura, emerging from self-imposed exile in a remote himalayan hideaway, travels to africa with explorer fulton greenwall to find a sacred bat which is told will avert a war between with wachootoo and wachati tribes. of course, when ace gets involved, all hell breaks loose...",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,money train ,113845,1995,"two foster brothers work as transit cops. while one's life is as good as it gets, the other's is a pit. after losing his job, getting dumped by his brother, and getting the crap kicked out of him by a loan shark for the umpteenth time, he implements his plan to steal the ""money train,"" a train carrying the new york subway's weekly revenue. but when things go awry, will his brother be able to save him in time?",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,get shorty ,113161,1995,"some guys get all the luck, whether they like it or not. chili palmer happens to be in hollywood collecting a gambling debt when he's struck by lightning (not literally). called a natural for the movie business, he's snagged up by a producer. the rest is history.",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,copycat ,112722,1995,"in san francisco, the criminal psychologist helen hudson is specialized in serial-killers. during a trial, the accused daryll lee cullum kills a police officer and tries to kill her and she becomes agoraphobic. now helen lives a reclusive life with her gay friend andy that helps her. sometime later, there is a wave of crimes and detectives m.j. monahan and reuben goetz are investigating the murder cases. helen identifies that the murderer is copycatting notorious serial-killers and she anonymously contacts the police department. after fourteen phone calls, she is identified by the police. detectives m.j. and reuben visit her and helen teams up with them and prepares the profile of the killer that wants to be famous. but soon the copycat killer peter foley contacts and stalks helen and m.j. and reuben give protection to her. will they be capable to stop foley before the next murder?",0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,assassins ,112401,1995,"robert rath is a seasoned hitman who just wants out of the business with no back talk. but, as things go, it ain't so easy. a younger, peppier assassin named bain is having a field day trying to kill said older assassin. rath teams up with a computer hacker named electra to defeat the obsessed bain.",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,powder ,114168,1995,"when sheriff barnum investigates the death of an elderly rural resident, he discovers a teenage grandson living in the basement. raised by his grandparents, he has experienced the world only through books, never leaving the family farm. he is sent to a state home for boys where he has trouble fitting in socially. his odd appearance and unusual abilities cause the small town residents to fear and ridicule him. however, not all are afraid. some begin to view his potential and gifts with wonderment.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,leaving las vegas ,113627,1995,"because his wife left him and took his son with her, screenwriter ben sanderson has started drinking, a lot. he's getting more and more isolated and he troubles women in bars because he wants to have sex with them. when he gets fired, he decides to leave everything behind and move to las vegas and drink himself to death. in las vegas he meets sera, a prostitute with some problems as well who he moves in with.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
26,othello ,114057,1995,"iago convinces othello, the moor of venice that his wife, desdemona has been unfaithful. iago is an evil, manipulative character with his own agenda. a plot of jealousy and rage transpires in this classic shakespearean tale.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,persuasion ,114117,1995,"eight years ago, anne elliot rejected frederick wentworth, the man she loved, out of a sense of duty and obedience. now an ignored and faded spinster, she follows her financially stricken family from their home, only to be reintroduced to the now successful and wealthy captain frederick wentworth. with their roles reversed and captain wentworth the eligible and wealthy bachelor, anne navigates the scheming society that still tries to keep them apart.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"city of lost children, the (cité des enfants perdus, la) ",112682,1995,"set in a dystopian society, someone is kidnapping the children. krank and his band of clones are using the children to harvest their dreams. then they kidnap denree, the brother of one, a fairground strongman. one sets out to find his brother.",1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,dangerous minds ,112792,1995,"louanne johnson is an ex-marine, hired as a teacher in a high-school in a poor area of the city. she has recently separated from her husband. her friend, also teacher in the school, got the temporary job for her. after a terrible reception from the students, she tries unconventional methods of teaching (using karate, bob dylan lyrics etc) to gain the trust of the students.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,twelve monkeys (a.k.a. 12 monkeys) ,114746,1995,"james cole, a prisoner of the state in the year 2035, can earn parole if he agrees to travel back in time and thwart a devastating plague. the virus has wiped out most of the earth's population and the remainder live underground because the air is poisonous. returning to the year 1990, six years before the start of the plague, cole is soon imprisoned in a psychiatric facility because his warnings sound like mad ravings. there he meets a scientist named dr. kathryn railly and jeffrey goines, the mad son of an eminent virologist. cole is returned by the authorities to the year 2035, and finally ends up at his intended destination in 1996. he kidnaps dr. railly in order to enlist her help in his quest. cole discovers graffiti by an apparent animal rights group called the army of the twelve monkeys, but as he delves into the mystery, he hears voices, loses his bearings, and doubts his own sanity. he must figure out if goines, who seems to be a raving lunatic, holds the key to the puzzle.",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,babe ,112431,1995,"gentle farmer arthur hoggett wins a piglet named babe at a county fair. narrowly escaping his fate as christmas dinner when farmer hoggett decides to show him at the next fair, babe bonds with motherly border collie fly and discovers that he can herd sheep too. but will the other farm animals, including fly's jealous husband, rex, accept a pig who doesn't conform to the farm's social hierarchy?",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,dead man walking ,112818,1995,"a convicted murderer on death row and the nun who befriends him. through the portrayal of finely drawn characters and their interactions as the days, hours, and minutes tick down to the condemned man's execution, powerful emotions are unleashed. while matthew poncelet and sister prejean desperately try to gain a stay of execution from the governor or the courts, scenes are intercut from the brutal crime, gradually revealing the truth about the events that transpired. in addition to her temporal help, the nun also tries to reach out spiritually and assist as a guide to salvation.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,clueless ,112697,1995,"cher, a high school student in beverly hills, must survive the ups and downs of adolescent life. her external demeanor at first seems superficial, but rather it hides her wit, charm, and intelligence which help her to deal with relationships, friends, family, school, and the all-important teenage social life.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,richard iii ,114279,1995,"william shakespeare's classic play is brought into the present with the setting as great britian in the 1930s. civil war has erupted with the house of lancaster on one side, claiming the right to the british throne and hoping to bring freedom to the country. opposing is the house of york, commanded by the infamous richard iii (sir ian mckellen), who rules over a fascist government and hopes to install himself as a dictator monarch.",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,mortal kombat ,113855,1995,"based on the popular video game of the same name ""mortal kombat"" tells the story of an ancient tournament where the best of the best of different realms fight each other. the goal - ten wins to be able to legally invade the losing realm. outworld has so far collected nine wins against earthrealm, so it's up to lord rayden and his fighters to stop outworld from reaching the final victory...",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,to die for ,114681,1995,"suzanne stone (kidman) knows exactly what she wants. she wants to be a television newscaster and she is willing to do anything to get what she wants. what she lacks in intelligence, she makes up for in cold determination and diabolical wiles. as she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,how to make an american quilt ,113347,1995,"finn is a young graduate student, finishing a master's thesis, and preparing for marriage to her fiance sam. but thoughts of the end of the free life, and a potential summer fling, intrude. she goes home to her grandmother, where, over the making of her wedding gift by a group of quilting-bee friends, laughter, bickering, love, and advice lead her toward a more open-eyed examination of her course.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,seven (a.k.a. se7en) ,114369,1995,"a film about two homicide detectives' (morgan freeman and brad pitt) desperate hunt for a serial killer who justifies his crimes as absolution for the world's ignorance of the seven deadly sins. the movie takes us from the tortured remains of one victim to the next as the sociopathic ""john doe"" (kevin spacey) sermonizes to detectives somerset and mills -- one sin at a time. the sin of gluttony comes first and the murderer's terrible capacity is graphically demonstrated in the dark and subdued tones characteristic of film noir. the seasoned and cultured but jaded somerset researches the seven deadly sins in an effort to understand the killer's modus operandi while the bright but green and impulsive detective mills (pitt) scoffs at his efforts to get inside the mind of a killer...",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,pocahontas ,114148,1995,"this is the disney animated tale of the romance between a young native american woman named pocahontas (irene bedard) and captain john smith (mel gibson), who journeyed to the new world with other settlers to begin fresh lives. her powerful father, chief powhatan (russell means), disapproves of their relationship and wants her to marry a native warrior. meanwhile, smith's fellow englishmen hope to rob the native americans of their gold. can pocahontas' love for smith save the day?",0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"usual suspects, the ",114814,1995,"following a truck hijack in new york, five criminals are arrested and brought together for questioning. as none of them are guilty, they plan a revenge operation against the police. the operation goes well, but then the influence of a legendary mastermind criminal called keyser söze is felt. it becomes clear that each one of them has wronged söze at some point and must pay back now. the payback job leaves 27 men dead in a boat explosion, but the real question arises now: who actually is keyser söze?",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,mighty aphrodite ,113819,1995,"lenny and amanda have an adopted son max who turns out to be brilliant. lenny becomes obsessed with finding max's real parents because he believes that they too must be brilliant. when he finds that linda ash is max' real mother, lenny is disappointed. linda is a prostitute and porn star. on top of that, she is quite possibly the dumbest person lenny has ever met. interwoven is a greek chorus linking the story with the story of oedipus.",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"postman, the (postino, il) ",110877,1994,"pablo neruda, the famous chilean poet, is exiled to a small island for political reasons. on the island, the unemployed son of a poor fisherman is hired as an extra postman due to the huge increase in mail that this causes. il postino is to hand-deliver the celebrity's mail to him. though poorly educated, the postman learns to love poetry and eventually befriends neruda. struggling to grow and express himself more fully, he suddenly falls in love and needs neruda's help and guidance more than ever.",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"indian in the cupboard, the ",113419,1995,"omri (hal scardino), a young boy growing up in brooklyn, receives an odd variety of presents for his birthday: a wooden cabinet from his older brother, a set of antique keys from his mother jane (linsday crouse), and a tiny plastic model of an indian from his best friend patrick (rishi bhat). putting them all together, omri locks the indian inside the cabinet, only to be awoken by a strange sound in the middle of the night. omri opens the cabinet to discover that the tiny indian has come to life; it seems that he's called little bear (litefoot), and he claims to have learned english from settlers in 1761. omri hides this remarkable discovery from his mother but shares it with patrick; as an experiment, patrick locks a toy cowboy into the cupboard, and soon little bear has a companion, boone (david keith), though predictably, the cowboy and the indian don't get along well at first. omri comes to the realizations that his living and breathing playthings are also people with lives of their own, and he begins to wonder how much control he should really have over their lives.",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,mr. holland's opus ,113862,1995,"glenn holland is a musician and composer who takes a teaching job to pay the rent while, in his 'spare time', he can strive to achieve his true goal - compose one memorable piece of music to leave his mark on the world. as holland discovers 'life is what happens to you while you're busy making other plans' and as the years unfold the joy of sharing his contagious passion for music with his students becomes his new definition of success.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
